City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,al kharijah,25.4514,30.5464,24.24,45,33,3.73,EG,1696470914
367,emmett,43.8735,-116.4993,19.94,59,5,0.9,US,1696470914
368,san rafael,-34.6177,-68.3301,13.76,34,2,4.02,AR,1696470914
369,nadym,65.5333,72.5167,3.53,95,100,4.65,RU,1696470915
370,tobelo,1.7284,128.0095,30.04,67,99,2.21,ID,1696470915
371,howrah,22.5892,88.3103,27.0,94,100,2.57,IN,1696470915
372,drayton valley,53.2168,-114.9854,7.82,48,100,5.32,CA,1696470754
373,popondetta,-8.7537,148.2534,33.73,46,27,2.87,PG,1696470915
374,kuraymah,18.55,31.85,30.31,12,3,3.59,SD,1696470916
375,red hill,33.9996,-79.2581,20.51,57,11,1.44,US,1696470916
376,hamilton,39.1834,-84.5333,24.33,60,0,2.57,US,1696470687
377,taltal,-25.4,-70.4833,15.89,76,52,2.47,CL,1696470916
378,liski,50.9841,39.5155,10.52,93,100,2.79,RU,1696470917
379,brisas de zicatela,15.8369,-97.0419,27.29,65,40,1.03,MX,1696470917
380,aginskoye,51.1,114.53,10.25,48,21,6.74,RU,1696470917
381,baiquan,47.5833,126.0833,9.56,45,1,4.68,CN,1696470917
382,mora,11.0461,14.1401,25.95,57,31,1.47,CM,1696470917
383,kurchatov,51.6601,35.6521,8.23,85,98,2.97,RU,1696470918
384,aktau,43.65,51.2,17.32,71,100,6.44,KZ,1696470918
385,luderitz,-26.6481,15.1594,16.04,78,90,7.52,NA,1696470918
386,aral,40.5156,81.2636,19.77,26,98,2.23,CN,1696470918
387,necochea,-38.5473,-58.7368,6.41,88,0,5.66,AR,1696470919
388,hammonton,39.6365,-74.8024,21.55,97,0,1.95,US,1696470919
389,mielec,50.2871,21.4239,8.19,75,100,2.77,PL,1696470919
390,viriat,46.2548,5.2157,7.19,92,95,0.28,FR,1696470919
391,san rafael del sur,11.8485,-86.4384,28.54,88,37,1.15,NI,1696470920
392,kuta,-8.7233,115.1723,28.97,79,40,4.12,ID,1696470920
393,lalibela,12.0333,39.0333,12.4,53,8,3.62,ET,1696470920
394,sitia,35.2,26.0986,21.66,67,0,5.4,GR,1696470920
395,alice springs,-23.7,133.8833,20.75,21,0,7.2,AU,1696470921
396,regina,50.4501,-104.6178,9.06,80,75,7.2,CA,1696470537
397,tazacorte,28.629,-17.9293,27.54,26,0,4.12,ES,1696470921
398,iranshahr,27.2025,60.6848,28.69,18,0,1.64,IR,1696470624
399,haiku-pauwela,20.9219,-156.3051,28.01,54,20,6.17,US,1696470922
400,kochenevo,55.0218,82.202,4.66,59,100,3.38,RU,1696470922
401,palmer,42.1584,-72.3287,20.9,83,0,0.0,US,1696470671
402,takayama,36.1333,137.25,15.73,90,100,0.82,JP,1696470922
403,ulsteinvik,62.3432,5.8487,10.97,92,100,0.45,NO,1696470922
404,zhuji,29.7188,120.2423,22.71,75,71,3.78,CN,1696470923
405,shukat as sufi,31.26,34.2826,24.01,64,100,2.6,PS,1696470923
406,brotton,54.5689,-0.9365,13.38,95,100,0.89,GB,1696470923
407,vila velha,-20.3297,-40.2925,25.97,86,20,6.26,BR,1696470923
408,kidal,18.4411,1.4078,30.38,24,60,1.43,ML,1696470924
409,peterhead,57.5058,-1.7981,6.36,81,29,5.43,GB,1696470924
410,warrnambool,-38.3833,142.4833,10.28,91,100,6.49,AU,1696470924
411,kenora,49.8167,-94.4337,9.54,93,20,2.57,CA,1696470907
412,el copey,10.1503,-73.9614,24.69,92,100,0.97,CO,1696470925
413,port isabel,26.0734,-97.2086,31.02,80,40,7.2,US,1696470925
414,crane,31.3974,-102.3501,22.27,76,83,3.28,US,1696470925
415,kirkkonummi,60.1238,24.4385,10.99,100,8,4.54,FI,1696470925
416,taseyevo,57.2169,94.8978,7.97,74,100,3.13,RU,1696470926
417,glenfield park,-35.1372,147.334,14.08,43,16,8.47,AU,1696470926
418,talovskiy,51.1144,40.73,10.71,75,100,2.51,RU,1696470926
419,nedryhayliv,50.834,33.8763,9.67,82,99,3.39,UA,1696470926
420,kerikeri,-35.2268,173.9474,20.66,37,44,0.19,NZ,1696470926
421,saviese,46.2511,7.3456,14.06,91,0,1.03,CH,1696470927
422,mombetsu,44.3525,143.3525,14.01,100,75,5.14,JP,1696470927
423,paradip garh,20.3167,86.6167,27.69,73,80,3.5,IN,1696470927
424,piti village,13.4626,144.6933,30.17,81,75,5.66,GU,1696470928
425,lansing,42.7325,-84.5555,23.03,63,75,3.6,US,1696470663
426,birjand,32.8663,59.2211,14.26,35,0,3.09,IR,1696470928
427,sandnessjoen,66.0217,12.6316,0.29,60,99,7.84,NO,1696470928
428,jiuquan,39.7432,98.5174,14.39,36,100,3.19,CN,1696470929
429,lae,-6.7221,146.9847,31.37,57,62,2.21,PG,1696470929
430,brigantine,39.4101,-74.3646,21.68,92,0,1.54,US,1696470929
431,saint-francois,46.4154,3.9054,4.69,100,20,1.03,FR,1696470929
432,san antonio de pale,-1.4014,5.6325,25.18,87,98,6.34,GQ,1696470929
433,chibougamau,49.9168,-74.3659,17.79,77,0,4.12,CA,1696470930
434,quellon,-43.1167,-73.6167,6.15,90,41,2.14,CL,1696470930
435,khodzha-maston,38.7446,68.627,8.68,33,13,3.83,TJ,1696470930
436,antofagasta,-23.65,-70.4,15.6,76,79,1.18,CL,1696470263
437,launceston,-41.45,147.1667,16.3,51,92,3.09,AU,1696470931
438,trairi,-3.2778,-39.2689,25.07,80,74,4.69,BR,1696470931
439,flying fish cove,-10.4217,105.6791,25.82,88,100,5.66,CX,1696470931
440,port-vila,-17.7338,168.3219,26.78,61,75,8.23,VU,1696470931
441,luanda,-8.8368,13.2343,24.0,88,75,3.09,AO,1696470931
442,banjar,-8.19,114.9675,32.31,55,36,1.77,ID,1696470932
443,shalqar,47.8333,59.6,14.08,44,99,2.57,KZ,1696470932
444,mahajanga,-15.7167,46.3167,23.01,68,20,2.57,MG,1696470932
445,kardla,58.9978,22.7492,12.81,81,39,4.9,EE,1696470932
446,polyarnyy,69.1989,33.4478,0.92,83,15,6.99,RU,1696470933
447,xichang,27.8964,102.2634,19.0,90,100,0.63,CN,1696470933
448,itoman,26.1247,127.6694,32.43,80,40,3.09,JP,1696470933
449,usinsk,65.9939,57.5281,6.71,96,100,7.6,RU,1696470933
450,mao,39.8885,4.2658,20.31,94,0,1.54,ES,1696470934
451,kayangel,8.0823,134.7173,27.88,77,100,4.43,PW,1696470934
452,bikenibeu village,1.3673,173.1241,31.98,70,40,3.09,KI,1696470934
453,balaklava,44.5,33.6,16.11,52,76,0.74,UA,1696470656
454,ciudad lazaro cardenas,17.9583,-102.2,27.73,78,79,1.07,MX,1696470839
455,suva,-18.1416,178.4415,24.71,65,75,6.69,FJ,1696470935
456,nadi,-17.8,177.4167,28.0,54,20,7.72,FJ,1696470935
457,acarau,-2.8856,-40.12,25.48,76,100,6.75,BR,1696470935
458,kangding,30.0513,101.9603,15.11,86,88,0.92,CN,1696470935
459,gueckedou,8.6667,-10.25,21.57,99,92,1.88,GN,1696470936
460,padang,-0.9492,100.3543,25.03,75,45,1.16,ID,1696470936
461,antsohihy,-14.8796,47.9875,22.92,65,14,2.77,MG,1696470936
462,el salto,20.3333,-104.5,17.83,93,100,0.58,MX,1696470822
463,kloulklubed,7.0419,134.2556,25.28,76,100,6.35,PW,1696470937
464,lycksele,64.5954,18.6735,1.93,80,100,3.6,SE,1696470937
465,cochin,9.9399,76.2602,25.99,88,36,1.82,IN,1696470911
466,kitimat,54.0524,-128.6534,11.62,71,100,0.45,CA,1696470937
467,melekeok village,7.4957,134.6367,25.31,94,100,2.06,PW,1696470937
468,minas de marcona,-15.2119,-75.1103,13.47,90,94,5.19,PE,1696470938
469,komsomol'sk,49.0097,33.6455,12.51,74,100,2.43,UA,1696470938
470,aliveri,38.4167,24.0333,19.68,62,2,2.84,GR,1696470938
471,siracusa,37.0881,15.2792,17.77,59,6,0.95,IT,1696470763
472,tazovsky,67.4667,78.7,-0.62,93,46,3.43,RU,1696470939
473,pisco,-13.7,-76.2167,18.34,88,0,6.17,PE,1696470939
474,naracoorte,-36.9579,140.7383,13.25,91,100,6.83,AU,1696470939
475,balapur,20.6667,76.7667,23.12,75,89,3.05,IN,1696470939
476,enniskillen,54.3461,-7.6413,13.3,96,100,2.42,GB,1696470939
477,namdrik,5.5994,168.1028,28.99,68,100,2.38,MH,1696470940
478,al bayda',32.7627,21.7551,15.62,91,21,2.19,LY,1696470940
479,ad dawadimi,24.5077,44.3924,24.64,17,0,4.36,SA,1696470940
480,dorado,18.4588,-66.2677,27.88,86,100,1.34,PR,1696470940
481,panama city beach,30.1766,-85.8055,24.49,85,0,0.45,US,1696470700
482,nosy varika,-20.5833,48.5333,19.74,89,52,1.51,MG,1696470941
483,homer,59.6425,-151.5483,8.94,55,0,8.05,US,1696470941
484,kirensk,57.7853,108.1119,5.57,94,90,4.92,RU,1696470941
485,pangody,65.85,74.4859,2.63,97,100,2.77,RU,1696470941
486,lisakovsk,52.5369,62.4936,9.96,83,10,3.27,KZ,1696470942
487,gewane,10.1664,40.6453,27.75,32,53,1.35,ET,1696470942
488,kupang,-10.1667,123.5833,30.32,70,20,2.06,ID,1696470942
489,ravar,31.2656,56.8055,23.61,23,0,2.16,IR,1696470942
490,dahab,28.501,34.5134,28.16,45,37,4.95,EG,1696470943
491,nagqu,31.5,92.0,7.49,51,53,2.48,CN,1696470943
492,balqash,46.8481,74.995,7.33,87,0,5.0,KZ,1696470943
493,labrador city,52.9463,-66.9114,7.95,100,100,3.6,CA,1696470943
494,la'ie,21.6477,-157.9253,28.98,68,27,1.34,US,1696470943
495,nyurba,63.2842,118.3319,-0.54,70,19,4.02,RU,1696470944
496,bechar,31.6167,-2.2167,23.18,31,0,2.57,DZ,1696470944
497,sanctuary point,-35.1114,150.629,19.43,47,2,7.75,AU,1696470944
498,megion,61.0296,76.1136,9.01,94,99,4.67,RU,1696470944
499,cidreira,-30.1811,-50.2056,16.18,88,100,4.25,BR,1696470945
500,coruripe,-10.1256,-36.1756,23.44,80,0,4.19,BR,1696470945
501,camapua,-19.5314,-54.0439,27.79,43,0,1.46,BR,1696470945
502,leh,34.1667,77.5833,6.2,38,0,1.53,IN,1696470945
503,belyy yar,53.6039,91.3903,-1.06,100,75,0.0,RU,1696470945
504,namibe,-15.1961,12.1522,19.97,88,95,1.64,AO,1696470946
505,uturoa,-16.7333,-151.4333,25.96,79,6,9.09,PF,1696470946
506,bayanhongor,46.7167,100.1167,5.09,43,92,1.03,MN,1696470946
507,kiffa,16.6166,-11.4045,33.07,37,97,3.3,MR,1696470946
508,sodra sandby,56.5667,16.6167,13.83,89,100,9.24,SE,1696470947
509,elizabethtown,37.694,-85.8591,20.05,81,98,2.42,US,1696470947
510,san rafael del yuma,18.4299,-68.6739,27.11,87,25,1.46,DO,1696470947
511,luwuk,-0.9516,122.7875,30.69,58,72,2.98,ID,1696470947
512,parkes,-33.1333,148.1833,16.86,44,3,6.51,AU,1696470947
513,forecariah,9.4306,-13.0881,23.93,96,62,1.14,GN,1696470948
514,alesund,62.4723,6.1549,10.97,93,75,3.6,NO,1696470948
515,torghay,49.6339,63.4981,9.96,37,48,1.77,KZ,1696470948
516,zakamensk,50.3741,103.2863,8.61,55,94,0.47,RU,1696470948
517,priozersk,61.0393,30.1291,7.84,94,91,2.58,RU,1696470948
518,terra boa,-23.7681,-52.4442,22.99,82,28,2.65,BR,1696470830
519,kijang,35.2442,129.2139,16.85,26,0,3.08,KR,1696470949
520,caetes,-8.7731,-36.6225,16.45,92,7,3.34,BR,1696470949
521,kulhudhuffushi,6.6221,73.07,26.96,83,100,6.09,MV,1696470949
522,nguigmi,14.2495,13.1092,29.97,36,96,4.0,NE,1696470950
523,galliano,29.4422,-90.2992,27.0,74,0,4.12,US,1696470950
524,klaksvik,62.2266,-6.589,7.51,85,72,2.03,FO,1696470950
525,sur,22.5667,59.5289,30.1,43,4,2.1,OM,1696470950
526,geraldton,-28.7667,114.6,23.23,35,1,3.6,AU,1696470950
527,saint-joseph,-21.3667,55.6167,18.59,77,39,3.95,RE,1696470951
528,kollam,8.8833,76.6,25.51,87,41,1.04,IN,1696470951
529,jumla,29.2747,82.1838,15.99,76,1,0.8,NP,1696470901
530,champerico,14.3,-91.9167,26.27,88,95,4.59,GT,1696470951
531,melito di porto salvo,37.9222,15.7714,23.63,73,26,5.66,IT,1696470952
532,bandarbeyla,9.4942,50.8122,26.36,81,85,4.66,SO,1696470952
533,cabedelo,-6.9811,-34.8339,24.37,73,37,3.94,BR,1696470952
534,parras de la fuente,25.4167,-102.1833,21.14,52,100,3.11,MX,1696470952
535,aripuana,-9.1667,-60.6333,27.83,48,32,0.12,BR,1696470952
536,mglin,53.0591,32.8475,9.59,83,94,4.78,RU,1696470953
537,dankama,13.2978,7.7949,28.99,35,94,3.67,NG,1696470953
538,natal,-5.795,-35.2094,25.12,83,20,2.06,BR,1696470858
539,constitucion,-35.3333,-72.4167,9.79,85,0,4.48,CL,1696470953
540,rancho palos verdes,33.7445,-118.387,29.43,69,0,4.47,US,1696470953
541,dubbo,-32.25,148.6167,15.07,47,75,7.72,AU,1696470845
542,fuglafjordur,62.244,-6.814,7.26,87,84,1.83,FO,1696470954
543,papao,-17.75,-149.55,28.82,79,0,10.2,PF,1696470954
544,al mawsil al jadidah,36.3346,43.0978,20.27,55,5,1.72,IQ,1696470954
545,karratha,-20.7377,116.8463,31.6,19,0,8.19,AU,1696470955
546,changji,44.0167,87.3167,15.44,58,0,2.0,CN,1696470955
547,el calafate,-50.3408,-72.2768,5.68,77,100,3.81,AR,1696470955
548,bubaque,11.2833,-15.8333,27.25,82,100,5.76,GW,1696470955
549,salahonda,2.1019,-78.7217,26.1,80,99,2.04,CO,1696470955
550,puerto deseado,-47.7503,-65.8938,9.59,60,0,6.85,AR,1696470689
551,port saint john's,-31.6229,29.5448,19.29,86,87,1.67,ZA,1696470956
552,baniachang,24.5167,91.3667,25.47,91,100,3.44,BD,1696470956
553,turbat,26.0023,63.044,30.45,24,0,1.5,PK,1696470957
554,pandan,14.0453,124.1694,31.34,64,91,2.29,PH,1696470957
555,bam,29.106,58.357,26.32,20,0,2.4,IR,1696470957
556,ayr,55.4627,-4.6339,11.84,100,75,2.57,GB,1696470957
557,kununurra,-15.7667,128.7333,33.99,36,44,5.66,AU,1696470957
558,vladimirescu,46.15,21.4,12.72,77,12,1.54,RO,1696470958
559,alexandria,31.2156,29.9553,24.82,67,6,3.85,EG,1696470665
